frame_idx,t,joint,x,y,conf
2,0.0666600006666,nose,368.0,179.0,0.1252200603485107
2,0.0666600006666,left_shoulder,385.33343505859375,229.13308715820312,0.9727233648300172
2,0.0666600006666,right_shoulder,400.3995361328125,230.3697204589844,0.9852991104125975
2,0.0666600006666,left_elbow,378.0997619628906,238.4304351806641,0.7799243330955505
2,0.0666600006666,right_elbow,407.7057495117188,245.07644653320312,0.8883142471313477
2,0.0666600006666,left_wrist,368.0,179.0,0.4095687568187713
2,0.0666600006666,right_wrist,408.0931396484375,265.13116455078125,0.5565739274024963
2,0.0666600006666,left_hip,387.0045166015625,261.8625183105469,0.994587779045105
2,0.0666600006666,right_hip,396.06878662109375,262.0591125488281,0.9958719611167908
2,0.0666600006666,left_knee,387.712646484375,285.1807556152344,0.92278391122818
2,0.0666600006666,right_knee,392.55712890625,285.226806640625,0.9384904503822328
2,0.0666600006666,left_ankle,368.0,179.0,0.4918798208236694
2,0.0666600006666,right_ankle,391.308837890625,302.6380615234375,0.534981369972229
3,0.0999900009999,nose,366.0,177.0,0.0605281144380569
3,0.0999900009999,left_shoulder,385.07921561345233,229.04099861989977,0.9931869506835938
3,0.0999900009999,right_shoulder,400.1448504257746,229.5023340738532,0.988789200782776
3,0.0999900009999,left_elbow,379.425267353232,241.32458447353287,0.9706785678863524
3,0.0999900009999,right_elbow,407.2916267627558,244.34455017840912,0.9477320909500122
3,0.0999900009999,left_wrist,380.6962948054732,248.02303342763784,0.8701179623603821
3,0.0999900009999,right_wrist,406.47749550492864,262.7414334888369,0.8220363259315491
3,0.0999900009999,left_hip,387.00380788166063,261.371330255746,0.9988253712654114
3,0.0999900009999,right_hip,396.2108013065624,261.2951177879137,0.9983807802200316
3,0.0999900009999,left_knee,387.6532888144492,284.79360227621004,0.9869689345359802
3,0.0999900009999,right_knee,392.4106887138205,284.7772234407797,0.9816237688064576
3,0.0999900009999,left_ankle,377.4767448302085,289.40128321003374,0.7290191650390625
3,0.0999900009999,right_ankle,390.20728916296,303.25505767360033,0.6759633421897888
4,0.1333200013332,nose,366.0,175.0,0.0172161161899566
4,0.1333200013332,left_shoulder,383.5800848430097,227.67471147254523,0.993351936340332
4,0.1333200013332,right_shoulder,398.8163467319422,227.09188502215088,0.9982865452766418
4,0.1333200013332,left_elbow,379.475031626326,240.99545223855372,0.9663894176483154
4,0.1333200013332,right_elbow,405.9471701533657,241.23455862853476,0.9943516254425048
4,0.1333200013332,left_wrist,381.5481576771035,253.70016046221147,0.828289806842804
4,0.1333200013332,right_wrist,405.5840299636329,258.4036495490474,0.9595054388046264
4,0.1333200013332,left_hip,386.3076175139876,258.27540538797496,0.9997227787971495
