frame_idx,t,joint,x,y,conf
4,0.1333200013332,nose,303.0,109.0,0.0140518303960561
4,0.1333200013332,left_shoulder,318.1371459960937,121.46703338623048,0.818495512008667
4,0.1333200013332,right_shoulder,337.64373779296875,122.5046844482422,0.9696674942970276
4,0.1333200013332,left_elbow,303.0,109.0,0.3968216478824615
4,0.1333200013332,right_elbow,342.6658935546875,143.11544799804688,0.8924177289009094
4,0.1333200013332,left_wrist,303.0,109.0,0.1369589269161224
4,0.1333200013332,right_wrist,343.7847900390625,162.27975463867188,0.5397422909736633
4,0.1333200013332,left_hip,320.0011291503906,153.022705078125,0.952536165714264
4,0.1333200013332,right_hip,333.5931396484375,153.7487335205078,0.97897469997406
4,0.1333200013332,left_knee,319.23388671875,179.82286071777344,0.6630166172981262
4,0.1333200013332,right_knee,333.7184143066406,180.364013671875,0.8094546794891357
4,0.1333200013332,left_ankle,303.0,109.0,0.1957366168498993
4,0.1333200013332,right_ankle,303.0,109.0,0.2827498614788055
5,0.1666500016665,nose,305.0,124.0,0.0050706462934613
5,0.1666500016665,left_shoulder,311.82781816243084,122.11984086318915,0.4143700301647186
5,0.1666500016665,right_shoulder,334.646348012696,123.678628010987,0.6528843641281128
5,0.1666500016665,left_elbow,303.4827978997379,116.59405144109527,0.3282442092895508
5,0.1666500016665,right_elbow,340.0452214485775,142.256819258192,0.6523600816726685
5,0.1666500016665,left_wrist,305.0,124.0,0.2095786035060882
5,0.1666500016665,right_wrist,316.68476916654106,135.6288674145373,0.4111186861991882
5,0.1666500016665,left_hip,318.4871707304462,152.90746866989764,0.91050386428833
5,0.1666500016665,right_hip,330.7547998722305,153.55939835850506,0.9428502917289734
5,0.1666500016665,left_knee,317.2862702433422,177.55204668528256,0.8569019436836243
5,0.1666500016665,right_knee,329.4894999060537,178.4328508324791,0.9022325277328492
5,0.1666500016665,left_ankle,313.8189392089844,190.17698669433597,0.7028811573982239
5,0.1666500016665,right_ankle,321.42724609375,191.5419464111328,0.755318284034729
6,0.1999800019998,nose,309.0,124.0,0.0363809950649738
6,0.1999800019998,left_shoulder,313.8958783547592,170.20661919095878,0.9897902607917786
6,0.1999800019998,right_shoulder,339.3994301077802,171.63248572913528,0.9894558787345886
6,0.1999800019998,left_elbow,307.66901823981675,191.73157328281604,0.8266031742095947
6,0.1999800019998,right_elbow,344.4956684047215,192.69217843071684,0.8086374402046204
6,0.1999800019998,left_wrist,309.0,124.0,0.3200303912162781
6,0.1999800019998,right_wrist,311.2790153452616,127.26304661260647,0.3444579243659973
6,0.1999800019998,left_hip,321.1529066548284,209.9595500909935,0.9964622855186462
