frame_idx,t,joint,x,y,conf
22,0.7332600073326001,nose,227.0,75.0,0.1551776379346847
22,0.7332600073326001,left_shoulder,233.48269653320312,85.06973266601562,0.8058710694313049
22,0.7332600073326001,right_shoulder,233.20774841308597,85.02406311035156,0.7524232268333435
22,0.7332600073326001,left_elbow,227.0,75.0,0.3969529271125793
22,0.7332600073326001,right_elbow,227.0,75.0,0.3800911605358124
22,0.7332600073326001,left_wrist,227.0,75.0,0.17266745865345
22,0.7332600073326001,right_wrist,227.0,75.0,0.1783874034881591
22,0.7332600073326001,left_hip,233.0998077392578,91.29090881347656,0.936578333377838
22,0.7332600073326001,right_hip,232.83474731445312,91.20209503173828,0.93903911113739
22,0.7332600073326001,left_knee,233.26710510253903,95.2880630493164,0.8851573467254639
22,0.7332600073326001,right_knee,232.896728515625,95.4694366455078,0.8929558992385864
22,0.7332600073326001,left_ankle,233.55307006835935,98.59829711914062,0.7458165884017944
22,0.7332600073326001,right_ankle,232.81320190429688,98.79507446289062,0.7473256587982178
147,4.899510048995101,nose,106.0,68.0,0.215095117688179
147,4.899510048995101,left_shoulder,114.230769636157,89.76647592238552,0.8048655390739441
147,4.899510048995101,right_shoulder,112.65314971986024,89.71083298990729,0.9122952818870544
147,4.899510048995101,left_elbow,107.89679315800728,68.23894439587094,0.4438456892967224
147,4.899510048995101,right_elbow,111.30309077654336,94.04181019220724,0.7739863991737366
147,4.899510048995101,left_wrist,106.0,68.0,0.2488058358430862
147,4.899510048995101,right_wrist,113.05670928955078,95.4684066772461,0.5165745615959167
147,4.899510048995101,left_hip,113.62505577643395,99.15499736140714,0.893570065498352
147,4.899510048995101,right_hip,112.46576827866409,99.15424873950022,0.9309505224227904
147,4.899510048995101,left_knee,107.93743937995976,68.77009481793357,0.4532579481601715
147,4.899510048995101,right_knee,111.92217924492788,106.04709590926063,0.584202766418457
147,4.899510048995101,left_ankle,233.55307006835935,98.59829711914062,0.7458165884017944
147,4.899510048995101,right_ankle,232.81320190429688,98.79507446289062,0.7473256587982178
