frame_idx,track_id,x1,y1,x2,y2
2,1,400.5474406590981,122.49897859909785,432.70245119580596,200.8685669410981
2,2,0.693018252963089,200.01610947585323,26.284683529225564,299.8044700477032
2,3,15.006578749277187,185.22830811616348,38.549129814345626,268.01953335602275
2,4,160.21058069933056,32.2794611232112,168.81481227504156,62.55442407834968
2,5,256.7621450184831,48.869995467676944,269.5853676931074,70.55414075639773
2,6,305.0793159707268,47.830589147754296,315.69679299863617,81.08776049912444
2,7,-0.2493773563776811,45.92023626429814,8.821576642436906,77.25604277140444
2,8,165.90153970922879,31.24790022109363,173.8582564764607,55.48027762468297
2,9,328.32552751661444,44.76463251571754,342.5899230508242,94.92576225520884
2,10,445.5286453023218,41.34649423250539,458.6344899265702,78.14768091162244
2,11,501.31002918135425,47.388694338850684,514.3080460337554,86.17544391984876
2,12,70.60917905791248,49.69788229047392,79.04968679290437,68.31208754119771
2,13,39.44677490539929,45.44819498813963,49.989482188663075,76.82292366459438
2,14,487.91354188708476,45.136446753076314,499.0667683236381,81.81774113202047
2,15,430.30044133811043,40.49311203959318,442.4454289828032,80.57331840693786
2,16,375.4490320716324,40.217388458452874,385.807577690262,73.09211215542973
2,17,31.01682355030569,53.455941030790186,39.168504552099044,73.44557562512261
2,18,403.6896048518666,38.89060767172734,415.44546511254566,77.01774559647463
2,19,480.14049918105155,49.3208916344216,489.6726543286706,81.67743781730215
2,20,362.435616197718,49.75089911083531,373.17474119826517,80.66264993097478
2,21,175.3227417666766,30.839388544822203,183.18849749669005,46.6059945223236
2,23,534.9061453652315,44.93425571385152,545.678996802478,74.16077176040771
2,24,231.00119559086298,49.414909264039366,236.0379412402438,58.50192769761167
2,25,515.798363243574,48.14072549120473,532.567546723791,91.81306272114708
2,26,209.46409821127168,49.435608086247164,215.77237543117684,57.69549408220187
2,27,459.08955243396963,43.32228896683681,468.947352531568,79.95806935363038
2,31,199.02414416800818,49.150232016148564,229.66506914779654,73.70359670915572
2,33,360.96000764812584,42.08115415993743,373.49539418647703,83.9026403019594
3,1,400.81014118043976,121.37513270324362,432.9851044200146,199.8532512449882
3,2,0.6272733132941468,198.45836305050472,26.39175207893157,298.7849619477305
3,3,18.15516475168439,186.57775869643154,41.12653036676066,267.0954822274564
3,4,161.9014539053842,30.420665473534008,170.89494384647122,61.61935222336206
3,5,257.20390273278315,48.14880650827328,269.451912166698,68.92170487159936
3,6,307.1330673541432,46.92531245046695,317.9332532675783,80.49502152857755
3,7,0.05327361511799911,44.94667682809888,9.105975667820708,76.18070626356072
3,8,165.96839742616146,30.78456821197981,173.99427188102035,55.22756712014062
3,9,328.54232241414917,45.4569814287764,342.2989099820518,93.81173928793186
3,10,445.64784624956934,40.37667726767342,458.7563533268043,77.22054090968544
3,11,501.1786711563779,46.42820394555889,514.1764170053223,85.12701321050915
